無料<div class="hint">no charge; free</div>,むりょう,no charge; free,お <ruby>飲<rt>の</rt></ruby>み <ruby>物<rt>もの</rt></ruby>は <ruby>無料<rt>むりょう</rt></ruby>でございます。,Beverages are free of charge.,noun
社説<div class="hint">editorial</div>,しゃせつ,editorial,この <ruby>新聞<rt>しんぶん</rt></ruby>の <ruby>社説<rt>しゃせつ</rt></ruby>は <ruby>面白<rt>おもしろ</rt></ruby>いね。,The editorial in this newspaper is interesting.,noun
公共<div class="hint">public; community</div>,こうきょう,public; community,<ruby>公共<rt>こうきょう</rt></ruby>の <ruby>乗<rt>の</rt></ruby>り <ruby>物<rt>もの</rt></ruby>は <ruby>誰<rt>だれ</rt></ruby>でも <ruby>利用<rt>りよう</rt></ruby>できます。,Public transport is available to everyone.,noun
公式<div class="hint">formal; official</div>,こうしき,formal; official,<ruby>今後<rt>こんご</rt></ruby>の <ruby>方針<rt>ほうしん</rt></ruby>が <ruby>公式<rt>こうしき</rt></ruby>に <ruby>発表<rt>はっぴょう</rt></ruby>されました。,The future policy has been officially announced.,adjectival noun
公平<div class="hint">fairness; equality</div>,こうへい,fairness; equality,<ruby>賞金<rt>しょうきん</rt></ruby>をもらったら <ruby>公平<rt>こうへい</rt></ruby>に <ruby>分<rt>わ</rt></ruby>けましょう。,If we win the prize; let's divide it equally.,adjectival noun
ペース<div class="hint">pace</div>,ぺーす,pace,<ruby>彼<rt>かれ</rt></ruby>はとても <ruby>速<rt>はや</rt></ruby>いペースで <ruby>走<rt>はし</rt></ruby>っているね。,He's running at a very fast pace.,noun
保育園<div class="hint">day-care center; nursery school</div>,ほいくえん,day-care center; nursery school,<ruby>娘<rt>むすめ</rt></ruby>を <ruby>保育園<rt>ほいくえん</rt></ruby>に <ruby>迎<rt>むか</rt></ruby>えに <ruby>行<rt>い</rt></ruby>きます。,I'm going to pick up my daughter at the day-care center.,noun
国際的<div class="hint">international</div>,こくさいてき,international,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>国際<rt>こくさい</rt></ruby> <ruby>的<rt>てき</rt></ruby>に <ruby>有名<rt>ゆうめい</rt></ruby>な <ruby>歌手<rt>かしゅ</rt></ruby>です。,She is an internationally famous singer.,adjectival noun
国際化<div class="hint">internationalization</div>,こくさいか,internationalization,この <ruby>大学<rt>だいがく</rt></ruby>も <ruby>国際<rt>こくさい</rt></ruby> <ruby>化<rt>か</rt></ruby>してきたな。,This university has become internationalized.,verbal noun
際<div class="hint">opportunity; time</div>,さい,opportunity; time,この <ruby>際<rt>さい</rt></ruby>はっきり <ruby>言<rt>い</rt></ruby>っておきます。,I'd like to take this opportunity to speak frankly.,noun
交際<div class="hint">association; dating</div>,こうさい,association; dating,<ruby>彼<rt>かれ</rt></ruby>はモデルと <ruby>交際<rt>こうさい</rt></ruby>していたんだ。,He was dating a model.,verbal noun
かえって<div class="hint">rather; instead</div>,かえって,rather; instead,そんなことをしたら、かえってよくないよ。,If you do something like that; it will have adverse effects instead.,adverb
飛び込む<div class="hint">dive into; jump into</div>,とびこむ,dive into; jump into,カエルが <ruby>池<rt>いけ</rt></ruby>に <ruby>飛<rt>と</rt></ruby>び <ruby>込<rt>こ</rt></ruby>んだね。,A frog jumped into the pond.,verb
飛び下りる<div class="hint">jump off; jump down</div>,とびおりる,jump off; jump down,<ruby>猫<rt>ねこ</rt></ruby>が <ruby>屋根<rt>やね</rt></ruby>から <ruby>飛<rt>と</rt></ruby>び <ruby>下<rt>お</rt></ruby>りました。,A cat jumped from the roof.,verb
飛び上がる<div class="hint">fly up; jump up</div>,とびあがる,fly up; jump up,<ruby>大<rt>おお</rt></ruby>きな <ruby>音<rt>おと</rt></ruby>にびっくりして <ruby>飛<rt>と</rt></ruby>び <ruby>上<rt>あ</rt></ruby>がりました。,I jumped up in surprise at the loud noise.,verb
飛ばす<div class="hint">fly (something)</div>,とばす,fly (something),<ruby>子供<rt>こども</rt></ruby>が <ruby>紙<rt>かみ</rt></ruby> <ruby>飛行機<rt>ひこうき</rt></ruby>を <ruby>飛<rt>と</rt></ruby>ばしています。,The child is flying a paper airplane.,verb
飛び出す<div class="hint">fly out; dash out</div>,とびだす,fly out; dash out,<ruby>彼<rt>かれ</rt></ruby>は <ruby>道路<rt>どうろ</rt></ruby>に <ruby>飛<rt>と</rt></ruby>び <ruby>出<rt>だ</rt></ruby>したの。,He ran out into the road.,verb
アイドル<div class="hint">idol</div>,あいどる,idol,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>若者<rt>わかもの</rt></ruby>のアイドルです。,She is a youth icon.,noun
飛行<div class="hint">flight</div>,ひこう,flight,このフライトの <ruby>飛行<rt>ひこう</rt></ruby> <ruby>時間<rt>じかん</rt></ruby>は <ruby>約<rt>やく</rt></ruby>３ <ruby>時間<rt>じかん</rt></ruby>です。,The flight time is about three hours.,verbal noun
航空<div class="hint">aviation</div>,こうくう,aviation,<ruby>会議<rt>かいぎ</rt></ruby>で <ruby>航空<rt>こうくう</rt></ruby>の <ruby>安全<rt>あんぜん</rt></ruby>について <ruby>話<rt>はな</rt></ruby>し <ruby>合<rt>あ</rt></ruby>ったの。,We discussed airline safety in the meeting.,noun
船便<div class="hint">surface mail; shipping service</div>,ふなびん,surface mail; shipping service,アメリカの <ruby>友人<rt>ゆうじん</rt></ruby>から <ruby>船便<rt>ふなびん</rt></ruby>が <ruby>届<rt>とど</rt></ruby>いた。,Something arrived by surface mail from my friend in America.,noun
島<div class="hint">island (Chinese origin)</div>,とう,island (Chinese origin),<ruby>私<rt>わたし</rt></ruby>たちはハワイのマウイ <ruby>島<rt>とう</rt></ruby>に <ruby>旅行<rt>りょこう</rt></ruby>したの。,We traveled to Maui island in Hawaii.,noun
半島<div class="hint">peninsula</div>,はんとう,peninsula,<ruby>台風<rt>たいふう</rt></ruby>がその <ruby>半島<rt>はんとう</rt></ruby>を <ruby>通過<rt>つうか</rt></ruby>したの。,The typhoon passed over the peninsula.,noun
キッチン<div class="hint">kitchen</div>,きっちん,kitchen,<ruby>彼女<rt>かのじょ</rt></ruby>はキッチンで <ruby>夕食<rt>ゆうしょく</rt></ruby>を <ruby>作<rt>つく</rt></ruby>っています。,She is preparing dinner in the kitchen.,noun
完全<div class="hint">perfect; complete</div>,かんぜん,perfect; complete,この <ruby>古<rt>ふる</rt></ruby>い <ruby>寺院<rt>じいん</rt></ruby>は <ruby>今<rt>いま</rt></ruby>でも <ruby>完全<rt>かんぜん</rt></ruby>な <ruby>形<rt>かたち</rt></ruby>を <ruby>保<rt>たも</rt></ruby>っているんだ。,This old Buddhist temple still maintains its complete form.,adjectival noun
成果<div class="hint">result</div>,せいか,result,<ruby>厳<rt>きび</rt></ruby>しい <ruby>練習<rt>れんしゅう</rt></ruby>が <ruby>良<rt>よ</rt></ruby>い <ruby>成果<rt>せいか</rt></ruby>に <ruby>結<rt>むす</rt></ruby>び <ruby>付<rt>つ</rt></ruby>きました。,Intense training has led to good results.,noun
作成<div class="hint">to produce; to make</div>,さくせい,to produce; to make,<ruby>明日<rt>あす</rt></ruby>までに <ruby>必要<rt>ひつよう</rt></ruby>な <ruby>書類<rt>しょるい</rt></ruby>を <ruby>作成<rt>さくせい</rt></ruby>してください。,Please make the necessary documents by tomorrow.,verbal noun
未成年<div class="hint">minor; underage</div>,みせいねん,minor; underage,<ruby>未成年<rt>みせいねん</rt></ruby>はお <ruby>酒<rt>さけ</rt></ruby>を <ruby>飲<rt>の</rt></ruby>めません。,Minors can't drink alcohol.,noun
成長<div class="hint">growth</div>,せいちょう,growth,<ruby>庭<rt>にわ</rt></ruby>の <ruby>木<rt>き</rt></ruby>、 <ruby>大<rt>おお</rt></ruby>きく <ruby>成長<rt>せいちょう</rt></ruby>したわね。,The tree in the garden has grown a lot.,verbal noun
キス<div class="hint">kiss</div>,きす,kiss,<ruby>初<rt>はじ</rt></ruby>めてのキスは <ruby>海岸<rt>かいがん</rt></ruby>でだったの。,I had my first kiss on the beach.,verbal noun
成立<div class="hint">formation; closing (of a deal etc.)</div>,せいりつ,formation; closing (of a deal etc.),あの <ruby>会社<rt>かいしゃ</rt></ruby>との <ruby>契約<rt>けいやく</rt></ruby>が <ruby>成立<rt>せいりつ</rt></ruby>しました。,We closed the deal with that company.,verbal noun
賛成<div class="hint">approval; agreement</div>,さんせい,approval; agreement,<ruby>私<rt>わたし</rt></ruby>は <ruby>彼<rt>かれ</rt></ruby>の <ruby>意見<rt>いけん</rt></ruby>に <ruby>賛成<rt>さんせい</rt></ruby>だ。,I agree with his opinion.,verbal noun
成人<div class="hint">adult; to be of age</div>,せいじん,adult; to be of age,<ruby>娘<rt>むすめ</rt></ruby>が <ruby>今年<rt>ことし</rt></ruby> <ruby>成人<rt>せいじん</rt></ruby>します。,My daughter will come of age this year.,verbal noun
失う<div class="hint">lose; miss</div>,うしなう,lose; miss,<ruby>彼<rt>かれ</rt></ruby>は <ruby>地震<rt>じしん</rt></ruby>で <ruby>親<rt>おや</rt></ruby>を <ruby>失<rt>うしな</rt></ruby>いました。,He lost his parents in the earthquake.,verb
失業<div class="hint">unemployment; loss of job</div>,しつぎょう,unemployment; loss of job,<ruby>友達<rt>ともだち</rt></ruby>のお <ruby>父<rt>とう</rt></ruby>さんが <ruby>突然<rt>とつぜん</rt></ruby> <ruby>失業<rt>しつぎょう</rt></ruby>したの。,My friend's father suddenly lost his job.,verbal noun
カタログ<div class="hint">catalogue</div>,かたろぐ,catalogue,カタログを <ruby>見<rt>み</rt></ruby>て <ruby>注文<rt>ちゅうもん</rt></ruby>したんだ。,I looked at the catalogue and placed an order.,noun
原理<div class="hint">mechanism; theory</div>,げんり,mechanism; theory,<ruby>見学<rt>けんがく</rt></ruby> <ruby>者<rt>しゃ</rt></ruby>に <ruby>機械<rt>きかい</rt></ruby>の <ruby>動<rt>うご</rt></ruby>く <ruby>原理<rt>げんり</rt></ruby>を <ruby>説明<rt>せつめい</rt></ruby>しました。,I explained the mechanism of the machine to the visitor.,noun
原料<div class="hint">raw material</div>,げんりょう,raw material,<ruby>石油<rt>せきゆ</rt></ruby>はいろいろな <ruby>製品<rt>せいひん</rt></ruby>の <ruby>原料<rt>げんりょう</rt></ruby>になります。,Petroleum is the raw material for various products.,noun
資産<div class="hint">property; assets</div>,しさん,property; assets,<ruby>大臣<rt>だいじん</rt></ruby>の <ruby>資産<rt>しさん</rt></ruby>が <ruby>公表<rt>こうひょう</rt></ruby>されたね。,The minister's assets were made public.,noun
資格<div class="hint">qualifications; competence</div>,しかく,qualifications; competence,<ruby>日本語<rt>にほんご</rt></ruby>を <ruby>教<rt>おし</rt></ruby>える <ruby>資格<rt>しかく</rt></ruby>を <ruby>取<rt>と</rt></ruby>りたいです。,I want to get a license to teach Japanese.,noun
マナー<div class="hint">manners</div>,まなー,manners,<ruby>食事<rt>しょくじ</rt></ruby>のマナーを <ruby>守<rt>まも</rt></ruby>りましょう。,We should observe table manners.,noun
資料<div class="hint">materials; data</div>,しりょう,materials; data,<ruby>図書館<rt>としょかん</rt></ruby>で <ruby>資料<rt>しりょう</rt></ruby>を <ruby>借<rt>か</rt></ruby>りてきました。,I borrowed some materials from the library.,noun
資金<div class="hint">funds; capital</div>,しきん,funds; capital,<ruby>私<rt>わたし</rt></ruby>たちは <ruby>今<rt>いま</rt></ruby>、 <ruby>結婚<rt>けっこん</rt></ruby> <ruby>資金<rt>しきん</rt></ruby>を <ruby>貯<rt>た</rt></ruby>めています。,We're saving money for the wedding now.,noun
投資<div class="hint">investment</div>,とうし,investment,<ruby>私<rt>わたし</rt></ruby>は４つの <ruby>会社<rt>かいしゃ</rt></ruby>に <ruby>投資<rt>とうし</rt></ruby>しています。,I'm investing in four companies.,verbal noun
資源<div class="hint">resources</div>,しげん,resources,<ruby>地球<rt>ちきゅう</rt></ruby>の <ruby>資源<rt>しげん</rt></ruby>を <ruby>守<rt>まも</rt></ruby>りましょう。,Let's protect the earth's resources.,noun
願い<div class="hint">wish; hope</div>,ねがい,wish; hope,<ruby>世界<rt>せかい</rt></ruby>の <ruby>平和<rt>へいわ</rt></ruby>が <ruby>私<rt>わたし</rt></ruby>たちの <ruby>願<rt>ねが</rt></ruby>いです。,We wish for world peace.,noun
カラオケ<div class="hint">karaoke</div>,からおけ,karaoke,<ruby>会社<rt>かいしゃ</rt></ruby> <ruby>帰<rt>がえ</rt></ruby>りに <ruby>仲間<rt>なかま</rt></ruby>とカラオケに <ruby>行<rt>い</rt></ruby>きました。,I went to karaoke with my colleagues after work.,noun
正に<div class="hint">just; surely</div>,まさに,just; surely,<ruby>彼<rt>かれ</rt></ruby>は <ruby>正<rt>まさ</rt></ruby>に <ruby>英雄<rt>えいゆう</rt></ruby>ね。,He's surely a hero.,adverb
正座<div class="hint">sitting on one's heels</div>,せいざ,sitting on one's heels,<ruby>彼<rt>かれ</rt></ruby>はきちんと <ruby>正座<rt>せいざ</rt></ruby>して <ruby>待<rt>ま</rt></ruby>っていたね。,He waited while sitting properly on the floor; Japanese style.,verbal noun
正式<div class="hint">formal; official</div>,せいしき,formal; official,<ruby>正式<rt>せいしき</rt></ruby>な <ruby>招待<rt>しょうたい</rt></ruby> <ruby>状<rt>じょう</rt></ruby>を <ruby>受<rt>う</rt></ruby>け <ruby>取<rt>と</rt></ruby>りました。,I received a formal invitation.,adjectival noun
不正<div class="hint">fraud; injustice</div>,ふせい,fraud; injustice,<ruby>試験<rt>しけん</rt></ruby>で <ruby>不正<rt>ふせい</rt></ruby>が <ruby>見<rt>み</rt></ruby>つかったよ。,Cheating was discovered in the exam.,noun
正面<div class="hint">front; face</div>,しょうめん,front; face,その <ruby>家<rt>いえ</rt></ruby>の <ruby>正面<rt>しょうめん</rt></ruby>には <ruby>大<rt>おお</rt></ruby>きなバルコニーがあるの。,There is a large balcony at the front of the house.,noun
おばさん<div class="hint">middle-aged woman</div>,おばさん,middle-aged woman,おばさん、こんにちは。,Good afternoon; Mrs. (addressed to a familiar middle-aged woman).,noun
正常<div class="hint">normal</div>,せいじょう,normal,<ruby>患者<rt>かんじゃ</rt></ruby>の <ruby>呼吸<rt>こきゅう</rt></ruby>は <ruby>正常<rt>せいじょう</rt></ruby>です。,The patient's breathing is normal.,adjectival noun
常に<div class="hint">always; at all times (formal)</div>,つねに,always; at all times (formal),<ruby>彼<rt>かれ</rt></ruby>は <ruby>常<rt>つね</rt></ruby>に <ruby>姿勢<rt>しせい</rt></ruby>がいい。,His posture is always good.,adverb
日常<div class="hint">everyday life; daily life</div>,にちじょう,everyday life; daily life,<ruby>音楽<rt>おんがく</rt></ruby>は <ruby>私<rt>わたし</rt></ruby>の <ruby>日常<rt>にちじょう</rt></ruby>の <ruby>一部<rt>いちぶ</rt></ruby>です。,Music is part of my daily life.,noun
異常<div class="hint">unusual; abnormal</div>,いじょう,unusual; abnormal,<ruby>今年<rt>ことし</rt></ruby>の <ruby>夏<rt>なつ</rt></ruby>は <ruby>異常<rt>いじょう</rt></ruby>な <ruby>暑<rt>あつ</rt></ruby>さですね。,It's unusually hot this summer.,adjectival noun
無意識<div class="hint">unconsciously; unintentionally</div>,むいしき,unconsciously; unintentionally,<ruby>私<rt>わたし</rt></ruby>は <ruby>無意識<rt>むいしき</rt></ruby>に <ruby>彼<rt>かれ</rt></ruby>を <ruby>傷<rt>きず</rt></ruby>つけてしまった。,Unintentionally; I ended up hurting him.,adjectival noun
ずれる<div class="hint">go off track; go out of line</div>,ずれる,go off track; go out of line,ポスターの <ruby>位置<rt>いち</rt></ruby>が <ruby>少<rt>すこ</rt></ruby>しずれているよ。,The poster is slightly out of its position.,verb
意識<div class="hint">consciousness; awareness</div>,いしき,consciousness; awareness,<ruby>彼<rt>かれ</rt></ruby>は <ruby>意識<rt>いしき</rt></ruby>を <ruby>失<rt>うしな</rt></ruby>いました。,He lost consciousness.,verbal noun
知識<div class="hint">knowledge</div>,ちしき,knowledge,<ruby>私<rt>わたし</rt></ruby>は <ruby>旅行<rt>りょこう</rt></ruby>から <ruby>多<rt>おお</rt></ruby>くの <ruby>知識<rt>ちしき</rt></ruby>を <ruby>得<rt>え</rt></ruby>た。,I gained a lot of knowledge from traveling.,noun
常識<div class="hint">common sense; common knowledge</div>,じょうしき,common sense; common knowledge,そんなの <ruby>常識<rt>じょうしき</rt></ruby>だよ。,That is common sense.,noun
非常口<div class="hint">emergency exit</div>,ひじょうぐち,emergency exit,ビルの <ruby>非常口<rt>ひじょうぐち</rt></ruby>を <ruby>確認<rt>かくにん</rt></ruby>したの。,I checked the building's emergency exit.,noun
非常<div class="hint">emergency</div>,ひじょう,emergency,<ruby>非常<rt>ひじょう</rt></ruby> <ruby>事態<rt>じたい</rt></ruby>です。,We're in a state of emergency.,noun
ビーチ<div class="hint">beach</div>,びーち,beach,ビーチで <ruby>友達<rt>ともだち</rt></ruby>とサーフィンしたよ。,I surfed with my friends on the beach.,noun
強調<div class="hint">emphasis; stress</div>,きょうちょう,emphasis; stress,<ruby>彼<rt>かれ</rt></ruby>は <ruby>良<rt>よ</rt></ruby>いところだけを <ruby>強調<rt>きょうちょう</rt></ruby>した。,He only emphasized good points.,verbal noun
好調<div class="hint">good condition</div>,こうちょう,good condition,<ruby>今月<rt>こんげつ</rt></ruby>はエアコンの <ruby>売<rt>う</rt></ruby>り <ruby>上<rt>あ</rt></ruby>げが <ruby>好調<rt>こうちょう</rt></ruby>です。,Sales of air conditioners are good this month.,adjectival noun
体調<div class="hint">health condition</div>,たいちょう,health condition,<ruby>今日<rt>きょう</rt></ruby>は <ruby>体調<rt>たいちょう</rt></ruby>が <ruby>悪<rt>わる</rt></ruby>いです。,I feel sick today.,noun
調子<div class="hint">tone; condition</div>,ちょうし,tone; condition,<ruby>体<rt>からだ</rt></ruby>の <ruby>調子<rt>ちょうし</rt></ruby>がとても <ruby>良<rt>い</rt></ruby>いです。,I'm in good physical condition.,noun
整備<div class="hint">maintenance</div>,せいび,maintenance,<ruby>車<rt>くるま</rt></ruby>は <ruby>整備<rt>せいび</rt></ruby>に <ruby>出<rt>だ</rt></ruby>しています。,I've put my car in for maintenance.,verbal noun
せいぜい<div class="hint">at most; at best</div>,せいぜい,at most; at best,どんなに <ruby>頑張<rt>がんば</rt></ruby>っても、せいぜい３ <ruby>位<rt>い</rt></ruby>くらいにしかなれないだろうな。,No matter how hard I try; I can probably get third place at best.,adverb
調整<div class="hint">regulation; adjustment</div>,ちょうせい,regulation; adjustment,<ruby>今<rt>いま</rt></ruby>、スケジュールの <ruby>調整<rt>ちょうせい</rt></ruby>をしています。,I'm adjusting the schedule now.,verbal noun
整理<div class="hint">putting something in order; sorting out</div>,せいり,putting something in order; sorting out,<ruby>古<rt>ふる</rt></ruby>い <ruby>服<rt>ふく</rt></ruby>を <ruby>整理<rt>せいり</rt></ruby>しました。,I sorted out the old clothes.,verbal noun
整う<div class="hint">be arranged; be ready</div>,ととのう,be arranged; be ready,パーティーの <ruby>準備<rt>じゅんび</rt></ruby>が <ruby>整<rt>ととの</rt></ruby>いました。,The preparations for the party are all in order.,verb
節約<div class="hint">saving; thrift</div>,せつやく,saving; thrift,<ruby>電気<rt>でんき</rt></ruby>や <ruby>水<rt>みず</rt></ruby>を <ruby>節約<rt>せつやく</rt></ruby>しましょう。,Let's save electricity and water.,verbal noun
調節<div class="hint">adjustment</div>,ちょうせつ,adjustment,ここで <ruby>部屋<rt>へや</rt></ruby>の <ruby>温度<rt>おんど</rt></ruby>が <ruby>調節<rt>ちょうせつ</rt></ruby>できます。,You can adjust the room temperature here.,verbal noun
エアコン<div class="hint">air-conditioning; air conditioner</div>,えあこん,air-conditioning; air conditioner,<ruby>部屋<rt>へや</rt></ruby>にエアコンを <ruby>取<rt>と</rt></ruby>り <ruby>付<rt>つ</rt></ruby>けたんだ。,I had an air conditioner installed in my room.,noun
調査<div class="hint">investigation; examination</div>,ちょうさ,investigation; examination,<ruby>私<rt>わたし</rt></ruby>たちがその <ruby>問題<rt>もんだい</rt></ruby>を <ruby>調査<rt>ちょうさ</rt></ruby>しています。,We're investigating that problem.,verbal noun
検査<div class="hint">inspection; examination</div>,けんさ,inspection; examination,<ruby>私<rt>わたし</rt></ruby>は <ruby>今日<rt>きょう</rt></ruby>、 <ruby>目<rt>め</rt></ruby>の <ruby>検査<rt>けんさ</rt></ruby>を <ruby>受<rt>う</rt></ruby>けます。,I have an eye exam today.,verbal noun
前提<div class="hint">assumption; premise</div>,ぜんてい,assumption; premise,<ruby>交渉<rt>こうしょう</rt></ruby>が <ruby>成立<rt>せいりつ</rt></ruby>するという <ruby>前提<rt>ぜんてい</rt></ruby>で <ruby>話<rt>はなし</rt></ruby>を <ruby>進<rt>すす</rt></ruby>めます。,We're proceeding with talks under the assumption we'll get the deal.,noun
提出<div class="hint">submission</div>,ていしゅつ,submission,<ruby>課題<rt>かだい</rt></ruby>は７ <ruby>月<rt>がつ</rt></ruby>５ <ruby>日<rt>か</rt></ruby>までに <ruby>提出<rt>ていしゅつ</rt></ruby>してください。,Please submit your assignment by July 5.,verbal noun
ゆったり<div class="hint">comfortable; easy fit</div>,ゆったり,comfortable; easy fit,<ruby>彼女<rt>かのじょ</rt></ruby>はゆったりした <ruby>服<rt>ふく</rt></ruby>を <ruby>着<rt>き</rt></ruby>ていますね。,She's wearing loose clothes.,adverb
案<div class="hint">plan; idea</div>,あん,plan; idea,もっと <ruby>案<rt>あん</rt></ruby>を <ruby>出<rt>だ</rt></ruby>し <ruby>合<rt>あ</rt></ruby>いましょう。,Let's share more ideas.,noun
案外<div class="hint">unexpectedly</div>,あんがい,unexpectedly,<ruby>彼<rt>かれ</rt></ruby>は <ruby>案外<rt>あんがい</rt></ruby>いい <ruby>人<rt>じん</rt></ruby>かもしれない。,He may unexpectedly turn out to be a good person.,adverb
投票<div class="hint">vote; ballot</div>,とうひょう,vote; ballot,<ruby>私<rt>わたし</rt></ruby>は <ruby>朝<rt>あさ</rt></ruby> <ruby>早<rt>はや</rt></ruby>く <ruby>投票<rt>とうひょう</rt></ruby>を <ruby>済<rt>す</rt></ruby>ませました。,I voted early in the morning.,verbal noun
目標<div class="hint">target; goal</div>,もくひょう,target; goal,<ruby>私<rt>わたし</rt></ruby>は <ruby>父<rt>ちち</rt></ruby>を <ruby>目標<rt>もくひょう</rt></ruby>にしています。,I see my father as a role model.,noun
標準<div class="hint">standard; norm</div>,ひょうじゅん,standard; norm,ニュースでは <ruby>標準<rt>ひょうじゅん</rt></ruby> <ruby>語<rt>ご</rt></ruby>が <ruby>使<rt>つか</rt></ruby>われるの。,Standard language is used in news broadcasts.,noun
ハードウェア<div class="hint">hardware</div>,はーどうぇあ,hardware,この <ruby>問題<rt>もんだい</rt></ruby>はハードウェアの <ruby>故障<rt>こしょう</rt></ruby>が <ruby>原因<rt>げんいん</rt></ruby>です。,This problem is caused by hardware malfunction.,noun
連続<div class="hint">continuation; series</div>,れんぞく,continuation; series,<ruby>彼女<rt>かのじょ</rt></ruby>の <ruby>人生<rt>じんせい</rt></ruby>は <ruby>苦労<rt>くろう</rt></ruby>の <ruby>連続<rt>れんぞく</rt></ruby>でした。,Her life was a series of hardships.,verbal noun
続々<div class="hint">in succession; one after another</div>,ぞくぞく,in succession; one after another,お <ruby>客<rt>きゃく</rt></ruby>さんが <ruby>続々<rt>ぞくぞく</rt></ruby>とやって <ruby>来<rt>き</rt></ruby>ましたよ。,Guests came one after another.,adverb
相変わらず<div class="hint">as usual; as before</div>,あいかわらず,as usual; as before,<ruby>彼<rt>かれ</rt></ruby>は <ruby>相変<rt>あいか</rt></ruby>わらず <ruby>忙<rt>いそが</rt></ruby>しいですね。,He is busy as usual.,adverb
相当<div class="hint">suitability; equivalence</div>,そうとう,suitability; equivalence,１ポンドは４５４グラムに <ruby>相当<rt>そうとう</rt></ruby>します。,1 pound is equivalent to 454 grams.,verbal noun
記者<div class="hint">journalist; reporter</div>,きしゃ,journalist; reporter,<ruby>彼<rt>かれ</rt></ruby>は <ruby>新聞<rt>しんぶん</rt></ruby> <ruby>記者<rt>きしゃ</rt></ruby>です。,He's a newspaper journalist.,noun
リクエスト<div class="hint">request</div>,りくえすと,request,ラジオ <ruby>番組<rt>ばんぐみ</rt></ruby>にリクエストを <ruby>送<rt>おく</rt></ruby>ったの。,I sent a request to the radio show.,verbal noun
記事<div class="hint">article; story</div>,きじ,article; story,<ruby>環境<rt>かんきょう</rt></ruby> <ruby>問題<rt>もんだい</rt></ruby>に <ruby>関<rt>かん</rt></ruby>する <ruby>記事<rt>きじ</rt></ruby>を <ruby>読<rt>よ</rt></ruby>んだの。,I read an article on environmental issues.,noun
記入<div class="hint">entry; fill in</div>,きにゅう,entry; fill in,こちらにお <ruby>名前<rt>なまえ</rt></ruby>をご <ruby>記入<rt>きにゅう</rt></ruby>ください。,Please fill in your name here.,verbal noun
記号<div class="hint">symbol; mark</div>,きごう,symbol; mark,<ruby>地図<rt>ちず</rt></ruby>にはいろいろな <ruby>記号<rt>きごう</rt></ruby>が <ruby>使<rt>つか</rt></ruby>われているのね。,A variety of symbols are used on maps.,noun
記憶<div class="hint">memory; remembrance</div>,きおく,memory; remembrance,<ruby>当時<rt>とうじ</rt></ruby>のことはしっかり <ruby>記憶<rt>きおく</rt></ruby>しているよ。,I clearly remember what happened at that time.,verbal noun
登録<div class="hint">registration</div>,とうろく,registration,<ruby>心理<rt>しんり</rt></ruby> <ruby>学<rt>がく</rt></ruby>の <ruby>授業<rt>じゅぎょう</rt></ruby>に <ruby>登録<rt>とうろく</rt></ruby>しましたか。,Have you registered for the psychology class?,verbal noun
キャンセル<div class="hint">cancellation</div>,きゃんせる,cancellation,<ruby>予約<rt>よやく</rt></ruby>をキャンセルしたよ。,I canceled the reservation.,verbal noun
登場<div class="hint">appearance (on stage; etc.)</div>,とうじょう,appearance (on stage; etc.),<ruby>彼女<rt>かのじょ</rt></ruby>の <ruby>登場<rt>とうじょう</rt></ruby>で <ruby>会場<rt>かいじょう</rt></ruby>は <ruby>盛<rt>も</rt></ruby>り <ruby>上<rt>あ</rt></ruby>がったね。,The audience got excited when she made her appearance.,verbal noun
登山<div class="hint">mountain climbing</div>,とざん,mountain climbing,<ruby>夏休<rt>なつやす</rt></ruby>みには <ruby>家族<rt>かぞく</rt></ruby>で <ruby>登山<rt>とざん</rt></ruby>をします。,I go mountain climbing with my family during summer vacation.,verbal noun
関わる<div class="hint">be involved; be concerned</div>,かかわる,be involved; be concerned,<ruby>医師<rt>いし</rt></ruby>は <ruby>人<rt>ひと</rt></ruby>の <ruby>命<rt>いのち</rt></ruby>に <ruby>関<rt>かか</rt></ruby>わる <ruby>大切<rt>たいせつ</rt></ruby>な <ruby>職業<rt>しょくぎょう</rt></ruby>だよ。,A doctor's job is very important as it involves people's lives.,verb
関心<div class="hint">concern; interest</div>,かんしん,concern; interest,<ruby>彼<rt>かれ</rt></ruby>は <ruby>政治<rt>せいじ</rt></ruby>に <ruby>関心<rt>かんしん</rt></ruby>が <ruby>強<rt>つよ</rt></ruby>いね。,He has a strong interest in politics.,noun
機関<div class="hint">agency; facility</div>,きかん,agency; facility,<ruby>台風<rt>たいふう</rt></ruby>で <ruby>交通<rt>こうつう</rt></ruby> <ruby>機関<rt>きかん</rt></ruby>がストップしている。,Transportation has stopped in the typhoon.,noun
ボリューム<div class="hint">volume</div>,ぼりゅーむ,volume,ラジオのボリュームを <ruby>上<rt>あ</rt></ruby>げてください。,Please turn up the volume on the radio.,noun
関連<div class="hint">relation; relevance</div>,かんれん,relation; relevance,<ruby>関連<rt>かんれん</rt></ruby>のセクションへ <ruby>連絡<rt>れんらく</rt></ruby>した。,I contacted the relevant section.,verbal noun
